Number of judges working in Jharkhand High Court is 18
Number of vacancies in Jharkhand High Court is 7

Number of judges sanctioned in Karnataka High Court is 62
Number of judges working in Karnataka High Court is 50
Number of vacancies in Karnataka High Court is 12

Number of judges sanctioned in Kerala High Court is 47
Number of judges working in Kerala High Court is 39
Number of vacancies in Kerala High Court is 8

Number of judges sanctioned in Madhya Pradesh High Court is 53
Number of judges working in Madhya Pradesh High Court is 36
Number of vacancies in Madhya Pradesh High Court is 17

Number of judges sanctioned in Madras High Court is 75
Number of judges working in Madras High Court is 63
Number of vacancies in Madras High Court is 12

Number of judges sanctioned in Manipur High Court is 5
Number of judges working in Manipur High Court is 4
Number of vacancies in Manipur High Court is 1

Number of judges sanctioned in Meghalaya High Court is 4
Number of judges working in Meghalaya High Court is 4
Number of vacancies in Meghalaya High Court is 0

Number of judges sanctioned in Orissa High Court is 33
Number of judges working in Orissa High Court is 20
Number of vacancies in Orissa High Court is 13

Number of judges sanctioned in Patna High Court is 53
Number of judges working in Patna High Court is 34
Number of vacancies in Patna High Court is 19

Number of judges sanctioned in Punjab & Haryana High Court is 85
Number of judges working in Punjab & Haryana High Court is 55
Number of vacancies in Punjab & Haryana High Court is 30

Number of judges sanctioned in Rajasthan High Court is 50
Number of judges working in Rajasthan High Court is 33
Number of vacancies in Rajasthan High Court is 17

Number of judges sanctioned in Sikkim High Court is 3
Number of judges working in Sikkim High Court is 3
Number of vacancies in Sikkim High Court is 0

Number of judges sanctioned in Telangana High Court is 42
Number of judges working in Telangana High Court is 27
Number of vacancies in Telangana High Court is 15

Number of judges sanctioned in Tripura High Court is 5
Number of judges working in Tripura High Court is 5
Number of vacancies in Tripura High Court is 0

Number of judges sanctioned in Uttarakhand High Court is 11
Number of judges working in Uttarakhand High Court is 7
Number of vacancies in Uttarakhand High Court is 4

Number of judges sanctioned in Total High Court is 1114
Number of judges working in Total High Court is 754
Number of vacancies in Total High Court is 360

Number of sanctioned Civil Judge (Junior Division) in Andaman and Nicobar is 0
Number of sanctioned Civil Judge (Senior Division) in Andaman and Nicobar is 0
Number of sanctioned District Judge/DJ in Andaman and Nicobar is 0
Number of sanctioned Total judges in Andaman and Nicobar is 0

Number of sanctioned Civil Judge (Junior Division) in Andhra Pradesh is 325
Number of sanctioned Civil Judge (Senior Division) in Andhra Pradesh is 135
Number of sanctioned District Judge/DJ in Andhra Pradesh is 158
Number of sanctioned Total judges in Andhra Pradesh is 618

Number of sanctioned Civil Judge (Junior Division) in Arunachal Pradesh is 14
Number of sanctioned Civil Judge (Senior Division) in Arunachal Pradesh is 19
Number of sanctioned District Judge/DJ in Arunachal Pradesh is 11
Number of sanctioned Total judges in Arunachal Pradesh is 44

Number of sanctioned Civil Judge (Junior Division) in Assam is 205
Number of sanctioned Civil Judge (Senior Division) in Assam is 149
Number of sanctioned District Judge/DJ in Assam is 131
Number of sanctioned Total judges in Assam is 485

Number of sanctioned Civil Judge (Junior Division) in Bihar is 885
Number of sanctioned Civil Judge (Senior Division) in Bihar is 420
Number of sanctioned District Judge/DJ in Bihar is 714
Number of sanctioned Total judges in Bihar is 2019

Number of sanctioned Civil Judge (Junior Division) in Chandigarh is 18
Number of sanctioned Civil Judge (Senior Division) in Chandigarh is 2
Number of sanctioned District Judge/DJ in Chandigarh is 10
Number of sanctioned Total judges in Chandigarh is 30

Number of sanctioned Civil Judge (Junior Division) in Chhattisgarh is 226
Number of sanctioned Civil Judge (Senior Division) in Chhattisgarh is 131
Number of sanctioned District Judge/DJ in Chhattisgarh is 255
Number of sanctioned Total judges in Chhattisgarh is 612

Number of sanctioned Civil Judge (Junior Division) in D & N Haveli is 1
Number of sanctioned Civil Judge (Senior Division) in D & N Haveli is 1
Number of sanctioned District Judge/DJ in D & N Haveli is 1
Number of sanctioned Total judges in D & N Haveli is 3

Number of sanctioned Civil Judge (Junior Division) in Daman & Diu is 1
Number of sanctioned Civil Judge (Senior Division) in Daman & Diu is 2
Number of sanctioned District Judge/DJ in Daman & Diu is 1
Number of sanctioned Total judges in Daman & Diu is 4

Number of sanctioned Civil Judge (Junior Division) in Delhi is 361
Number of sanctioned Civil Judge (Senior Division) in Delhi is 121
Number of sanctioned District Judge/DJ in Delhi is 405
Number of sanctioned Total judges in Delhi is 887

Number of sanctioned Civil Judge (Junior Division) in Goa is 25
Number of sanctioned Civil Judge (Senior Division) in Goa is 14
Number of sanctioned District Judge/DJ in Goa is 11
Number of sanctioned Total judges in Goa is 50

Number of sanctioned Civil Judge (Junior Division) in Gujarat is 641
Number of sanctioned Civil Judge (Senior Division) in Gujarat is 554
Number of sanctioned District Judge/DJ in Gujarat is 520
Number of sanctioned Total judges in Gujarat is 1720

Number of sanctioned Civil Judge (Junior Division) in Haryana is 393
Number of sanctioned Civil Judge (Senior Division) in Haryana is 133
Number of sanctioned District Judge/DJ in Haryana is 246
Number of sanctioned Total judges in Haryana is 772

Number of sanctioned Civil Judge (Junior Division) in Himachal Pradesh is 75
Number of sanctioned Civil Judge (Senior Division) in Himachal Pradesh is 48
Number of sanctioned District Judge/DJ in Himachal Pradesh is 56
Number of sanctioned Total judges in Himachal Pradesh is 179

Number of sanctioned Civil Judge (Junior Division) in Jammu & Kashmir is 143
Number of sanctioned Civil Judge (Senior Division) in Jammu & Kashmir is 88
Number of sanctioned District Judge/DJ in Jammu & Kashmir is 86
Number of sanctioned Total judges in Jammu & Kashmir is 317

Number of sanctioned Civil Judge (Junior Division) in Jharkhand is 309
Number of sanctioned Civil Judge (Senior Division) in Jharkhand is 156
Number of sanctioned District Judge/DJ in Jharkhand is 238
Number of sanctioned Total judges in Jharkhand is 703

Number of sanctioned Civil Judge (Junior Division) in Karnataka is 554
Number of sanctioned Civil Judge (Senior Division) in Karnataka is 437
Number of sanctioned District Judge/DJ in Karnataka is 384
Number of sanctioned Total judges in Karnataka is 1375

Number of sanctioned Civil Judge (Junior Division) in Kerala is 269
Number of sanctioned Civil Judge (Senior Division) in Kerala is 97
Number of sanctioned District Judge/DJ in Kerala is 241
Number of sanctioned Total judges in Kerala is 607

Number of sanctioned Civil Judge (Junior Division) in Ladakh is 8
Number of sanctioned Civil Judge (Senior Division) in Ladakh is 6
Number of sanctioned District Judge/DJ in Ladakh is 3
Number of sanctioned Total judges in Ladakh is 17

Number of sanctioned Civil Judge (Junior Division) in Lakshadweep is 1
Number of sanctioned Civil Judge (Senior Division) in Lakshadweep is 2
Number of sanctioned District Judge/DJ in Lakshadweep is 1
Number of sanctioned Total judges in Lakshadweep is 4

Number of sanctioned Civil Judge (Junior Division) in Madhya Pradesh is 768
Number of sanctioned Civil Judge (Senior Division) in Madhya Pradesh is 514
Number of sanctioned District Judge/DJ in Madhya Pradesh is 746
Number of sanctioned Total judges in Madhya Pradesh is 2028

Number of sanctioned Civil Judge (Junior Division) in Maharashtra is 1118
Number of sanctioned Civil Judge (Senior Division) in Maharashtra is 518
Number of sanctioned District Judge/DJ in Maharashtra is 554
Number of sanctioned Total judges in Maharashtra is 2190

Number of sanctioned Civil Judge (Junior Division) in Manipur is 22
Number of sanctioned Civil Judge (Senior Division) in Manipur is 18
Number of sanctioned District Judge/DJ in Manipur is 19
Number of sanctioned Total judges in Manipur is 59

Number of sanctioned Civil Judge (Junior Division) in Meghalaya is 26
Number of sanctioned Civil Judge (Senior Division) in Meghalaya is 25
Number of sanctioned District Judge/DJ in Meghalaya is 48
Number of sanctioned Total judges in Meghalaya is 99

Number of sanctioned Civil Judge (Junior Division) in Mizoram is 41
Number of sanctioned Civil Judge (Senior Division) in Mizoram is 17
Number of sanctioned District Judge/DJ in Mizoram is 16
Number of sanctioned Total judges in Mizoram is 74

Number of sanctioned Civil Judge (Junior Division) in Nagaland is 12
Number of sanctioned Civil Judge (Senior Division) in Nagaland is 8
Number of sanctioned District Judge/DJ in Nagaland is 14
Number of sanctioned Total judges in Nagaland is 34

Number of sanctioned Civil Judge (Junior Division) in Odisha is 488
Number of sanctioned Civil Judge (Senior Division) in Odisha is 284
Number of sanctioned District Judge/DJ in Odisha is 243
Number of sanctioned Total judges in Odisha is 1015

Number of sanctioned Civil Judge (Junior Division) in Puducherry is 12
Number of sanctioned Civil Judge (Senior Division) in Puducherry is 8
Number of sanctioned District Judge/DJ in Puducherry is 9
Number of sanctioned Total judges in Puducherry is 29

Number of sanctioned Civil Judge (Junior Division) in Punjab is 426
Number of sanctioned Civil Judge (Senior Division) in Punjab is 137
Number of sanctioned District Judge/DJ in Punjab is 234
Number of sanctioned Total judges in Punjab is 797

Number of sanctioned Civil Judge (Junior Division) in Rajasthan is 564
Number of sanctioned Civil Judge (Senior Division) in Rajasthan is 421
Number of sanctioned District Judge/DJ in Rajasthan is 656
Number of sanctioned Total judges in Rajasthan is 1641

Number of sanctioned Civil Judge (Junior Division) in Sikkim is 13
Number of sanctioned Civil Judge (Senior Division) in Sikkim is 7
Number of sanctioned District Judge/DJ in Sikkim is 15
Number of sanctioned Total judges in Sikkim is 35

Number of sanctioned Civil Judge (Junior Division) in Tamil Nadu is 641
Number of sanctioned Civil Judge (Senior Division) in Tamil Nadu is 362
Number of sanctioned District Judge/DJ in Tamil Nadu is 358
Number of sanctioned Total judges in Tamil Nadu is 1361

Number of sanctioned Civil Judge (Junior Division) in Telangana is 245
Number of sanctioned Civil Judge (Senior Division) in Telangana is 142
Number of sanctioned District Judge/DJ in Telangana is 173
Number of sanctioned Total judges in Telangana is 560

Number of sanctioned Civil Judge (Junior Division) in Tripura is 53
Number of sanctioned Civil Judge (Senior Division) in Tripura is 40
Number of sanctioned District Judge/DJ in Tripura is 40
Number of sanctioned Total judges in Tripura is 133

Number of sanctioned Civil Judge (Junior Division) in Uttar Pradesh is 1203
Number of sanctioned Civil Judge (Senior Division) in Uttar Pradesh is 805
Number of sanctioned District Judge/DJ in Uttar Pradesh is 1690
Number of sanctioned Total judges in Uttar Pradesh is 3698

Number of sanctioned Civil Judge (Junior Division) in Uttarakhand is 108
Number of sanctioned Civil Judge (Senior Division) in Uttarakhand is 88
Number of sanctioned District Judge/DJ in Uttarakhand is 102
Number of sanctioned Total judges in Uttarakhand is 298

Number of sanctioned Civil Judge (Junior Division) in West Bengal is 406
Number of sanctioned Civil Judge (Senior Division) in West Bengal is 327
Number of sanctioned District Judge/DJ in West Bengal is 281
Number of sanctioned Total judges in West Bengal is 1014

Number of sanctioned Civil Judge (Junior Division) in SC category is 1280
Number of sanctioned Civil Judge (Junior Division) in ST category is 470
Number of sanctioned Civil Judge (Junior Division) in OBC category is 2064
Number of sanctioned Civil Judge (Junior Division) in Specially Abled category is 215
Number of sanctioned Civil Judge (Junior Division) in Women category is 3711

Number of sanctioned Civil Judge (Senior Division) in SC category is 688
Number of sanctioned Civil Judge (Senior Division) in ST category is 276
Number of sanctioned Civil Judge (Senior Division) in OBC category is 1184
Number of sanctioned Civil Judge (Senior Division) in Specially Abled category is 82
Number of sanctioned Civil Judge (Senior Division) in Women category is 1550

Number of sanctioned District Judge/DJ in SC category is 633
Number of sanctioned District Judge/DJ in ST category is 203
Number of sanctioned District Judge/DJ in OBC category is 1395
Number of sanctioned District Judge/DJ in Specially Abled category is 55
Number of sanctioned District Judge/DJ in Women category is 1435

Number of vacancies in district subordinate courts in Andaman and Nicobar for Civil Judge (Junior Division) is 4
Number of vacancies in district subordinate courts in Andaman and Nicobar for Civil Judge (Senior Division) is 3
Number of vacancies in district subordinate courts in Andaman and Nicobar for District Judge/DJ is 6
Number of vacancies in district subordinate courts in Andaman and Nicobar for Total is 13

Number of vacancies in district subordinate courts in Andhra Pradesh for Civil Judge (Junior Division) is 37
Number of vacancies in district subordinate courts in Andhra Pradesh for Civil Judge (Senior Division) is 3
Number of vacancies in district subordinate courts in Andhra Pradesh for District Judge/DJ is 31
Number of vacancies in district subordinate courts in Andhra Pradesh for Total is 71

Number of vacancies in district subordinate courts in Arunachal Pradesh for Civil Judge (Junior Division) is 2
Number of vacancies in district subordinate courts in Arunachal Pradesh for Civil Judge (Senior Division) is 6
Number of vacancies in district subordinate courts in Arunachal Pradesh for District Judge/DJ is 0
Number of vacancies in district subordinate courts in Arunachal Pradesh for Total is 8

Number of vacancies in district subordinate courts in Assam for Civil Judge (Junior Division) is 27
Number of vacancies in district subordinate courts in Assam for Civil Judge (Senior Division) is 10
Number of vacancies in district subordinate courts in Assam for District Judge/DJ is 21
Number of vacancies in district subordinate courts in Assam for Total is 58

Number of vacancies in district subordinate courts in Bihar for Civil Judge (Junior Division) is 254
Number of vacancies in district subordinate courts in Bihar for Civil Judge (Senior Division) is 187
Number of vacancies in district subordinate courts in Bihar for District Judge/DJ is 159
Number of vacancies in district subordinate courts in Bihar for Total is 600

Number of vacancies in district subordinate courts in Chandigarh for Civil Judge (Junior Division) is 0
Number of vacancies in district subordinate courts in Chandigarh for Civil Judge (Senior Division) is 0
Number of vacancies in district subordinate courts in Chandigarh for District Judge/DJ is 0
Number of vacancies in district subordinate courts in Chandigarh for Total is 0

Number of vacancies in district subordinate courts in Chhattisgarh for Civil Judge (Junior Division) is 43
Number of vacancies in district subordinate courts in Chhattisgarh for Civil Judge (Senior Division) is 0
Number of vacancies in district subordinate courts in Chhattisgarh for District Judge/DJ is 45
Number of vacancies in district subordinate courts in Chhattisgarh for Total is 88

Number of vacancies in district subordinate courts in D & N Haveli for Civil Judge (Junior Division) is 0
Number of vacancies in district subordinate courts in D & N Haveli for Civil Judge (Senior Division) is 0
Number of vacancies in district subordinate courts in D & N Haveli for District Judge/DJ is 1
Number of vacancies in district subordinate courts in D & N Haveli for Total is 1

Number of vacancies in district subordinate courts in Daman & Diu for Civil Judge (Junior Division) is 0
Number of vacancies in district subordinate courts in Daman & Diu for Civil Judge (Senior Division) is 0
Number of vacancies in district subordinate courts in Daman & Diu for District Judge/DJ is 0
Number of vacancies in district subordinate courts in Daman & Diu for Total is 0

Number of vacancies in district subordinate courts in Delhi for Civil Judge (Junior Division) is 53
Number of vacancies in district subordinate courts in Delhi for Civil Judge (Senior Division) is 90
Number of vacancies in district subordinate courts in Delhi for District Judge/DJ is 59
Number of vacancies in district subordinate courts in Delhi for Total is 202

Number of vacancies in district subordinate courts in Goa for Civil Judge (Junior Division) is 6
Number of vacancies in district subordinate courts in Goa for Civil Judge (Senior Division) is 2
Number of vacancies in district subordinate courts in Goa for District Judge/DJ is 2
Number of vacancies in district subordinate courts in Goa for Total is 10

Number of vacancies in district subordinate courts in Gujarat for Civil Judge (Junior Division) is 191
Number of vacancies in district subordinate courts in Gujarat for Civil Judge (Senior Division) is 53
Number of vacancies in district subordinate courts in Gujarat for District Judge/DJ is 114
Number of vacancies in district subordinate courts in Gujarat for Total is 358

Number of vacancies in district subordinate courts in Haryana for Civil Judge (Junior Division) is 240
Number of vacancies in district subordinate courts in Haryana for Civil Judge (Senior Division) is 2
Number of vacancies in district subordinate courts in Haryana for District Judge/DJ is 59
Number of vacancies in district subordinate courts in Haryana for Total is 301

Number of vacancies in district subordinate courts in Himachal Pradesh for Civil Judge (Junior Division) is 6
Number of vacancies in district subordinate courts in Himachal Pradesh for Civil Judge (Senior Division) is 7
Number of vacancies in district subordinate courts in Himachal Pradesh for District Judge/DJ is 0
Number of vacancies in district subordinate courts in Himachal Pradesh for Total is 13

Number of vacancies in district subordinate courts in Jammu & Kashmir for Civil Judge (Junior Division) is 61
Number of vacancies in district subordinate courts in Jammu & Kashmir for Civil Judge (Senior Division) is 2
Number of vacancies in district subordinate courts in Jammu & Kashmir for District Judge/DJ is 18
Number of vacancies in district subordinate courts in Jammu & Kashmir for Total is 77

Number of vacancies in district subordinate courts in Jharkhand for Civil Judge (Junior Division) is 118
Number of vacancies in district subordinate courts in Jharkhand for Civil Judge (Senior Division) is 6
Number of vacancies in district subordinate courts in Jharkhand for District Judge/DJ is 56
Number of vacancies in district subordinate courts in Jharkhand for Total is 180

Number of vacancies in district subordinate courts in Karnataka for Civil Judge (Junior Division) is 98
Number of vacancies in district subordinate courts in Karnataka for Civil Judge (Senior Division) is 75
Number of vacancies in district subordinate courts in Karnataka for District Judge/DJ is 54
Number of vacancies in district subordinate courts in Karnataka for Total is 227

Number of vacancies in district subordinate courts in Kerala for Civil Judge (Junior Division) is 68
Number of vacancies in district subordinate courts in Kerala for Civil Judge (Senior Division) is 0
Number of vacancies in district subordinate courts in Kerala for District Judge/DJ is 27
Number of vacancies in district subordinate courts in Kerala for Total is 95

Number of vacancies in district subordinate courts in Ladakh for Civil Judge (Junior Division) is 4
Number of vacancies in district subordinate courts in Ladakh for Civil Judge (Senior Division) is 3
Number of vacancies in district subordinate courts in Ladakh for District Judge/DJ is 1
Number of vacancies in district subordinate courts in Ladakh for Total is 8

Number of vacancies in district subordinate courts in Lakshadweep for Civil Judge (Junior Division) is 0
Number of vacancies in district subordinate courts in Lakshadweep for Civil Judge (Senior Division) is 0
Number of vacancies in district subordinate courts in Lakshadweep for District Judge/DJ is 1
Number of vacancies in district subordinate courts in Lakshadweep for Total is 1

Number of vacancies in district subordinate courts in Madhya Pradesh for Civil Judge (Junior Division) is 220
Number of vacancies in district subordinate courts in Madhya Pradesh for Civil Judge (Senior Division) is 165
Number of vacancies in district subordinate courts in Madhya Pradesh for District Judge/DJ is 98
Number of vacancies in district subordinate courts in Madhya Pradesh for Total is 483

Number of vacancies in district subordinate courts in Maharashtra for Civil Judge (Junior Division) is 198
Number of vacancies in district subordinate courts in Maharashtra for Civil Judge (Senior Division) is 8
Number of vacancies in district subordinate courts in Maharashtra for District Judge/DJ is 44
Number of vacancies in district subordinate courts in Maharashtra for Total is 250

Number of vacancies in district subordinate courts in Manipur for Civil Judge (Junior Division) is 13
Number of vacancies in district subordinate courts in Manipur for Civil Judge (Senior Division) is 0
Number of vacancies in district subordinate courts in Manipur for District Judge/DJ is 4
Number of vacancies in district subordinate courts in Manipur for Total is 17

Number of vacancies in district subordinate courts in Meghalaya for Civil Judge (Junior Division) is 7
Number of vacancies in district subordinate courts in Meghalaya for Civil Judge (Senior Division) is 11
Number of vacancies in district subordinate courts in Meghalaya for District Judge/DJ is 30
Number of vacancies in district subordinate courts in Meghalaya for Total is 48

Number of vacancies in district subordinate courts in Mizoram for Civil Judge (Junior Division) is 18
Number of vacancies in district subordinate courts in Mizoram for Civil Judge (Senior Division) is 6
Number of vacancies in district subordinate courts in Mizoram for District Judge/DJ is 0
Number of vacancies in district subordinate courts in Mizoram for Total is 24

Number of vacancies in district subordinate courts in Nagaland for Civil Judge (Junior Division) is 5
Number of vacancies in district subordinate courts in Nagaland for Civil Judge (Senior Division) is 3
Number of vacancies in district subordinate courts in Nagaland for District Judge/DJ is 2
Number of vacancies in district subordinate courts in Nagaland for Total is 10

Number of vacancies in district subordinate courts in Odisha for Civil Judge (Junior Division) is 160
Number of vacancies in district subordinate courts in Odisha for Civil Judge (Senior Division) is 18
Number of vacancies in district subordinate courts in Odisha for District Judge/DJ is 29
Number of vacancies in district subordinate courts in Odisha for Total is 207

Number of vacancies in district subordinate courts in Puducherry for Civil Judge (Junior Division) is 5
Number of vacancies in district subordinate courts in Puducherry for Civil Judge (Senior Division) is 8
Number of vacancies in district subordinate courts in Puducherry for District Judge/DJ is 2
Number of vacancies in district subordinate courts in Puducherry for Total is 15

Number of vacancies in district subordinate courts in Punjab for Civil Judge (Junior Division) is 144
Number of vacancies in district subordinate courts in Punjab for Civil Judge (Senior Division) is 1
Number of vacancies in district subordinate courts in Punjab for District Judge/DJ is 54
Number of vacancies in district subordinate courts in Punjab for Total is 199

Number of vacancies in district subordinate courts in Rajasthan for Civil Judge (Junior Division) is 121
Number of vacancies in district subordinate courts in Rajasthan for Civil Judge (Senior Division) is 90
Number of vacancies in district subordinate courts in Rajasthan for District Judge/DJ is 116
Number of vacancies in district subordinate courts in Rajasthan for Total is 327

Number of vacancies in district subordinate courts in Sikkim for Civil Judge (Junior Division) is 3
Number of vacancies in district subordinate courts in Sikkim for Civil Judge (Senior Division) is 1
Number of vacancies in district subordinate courts in Sikkim for District Judge/DJ is 3
Number of vacancies in district subordinate courts in Sikkim for Total is 7

Number of vacancies in district subordinate courts in Tamil Nadu for Civil Judge (Junior Division) is 149
Number of vacancies in district subordinate courts in Tamil Nadu for Civil Judge (Senior Division) is 47
Number of vacancies in district subordinate courts in Tamil Nadu for District Judge/DJ is 66
Number of vacancies in district subordinate courts in Tamil Nadu for Total is 262

Number of vacancies in district subordinate courts in Telangana for Civil Judge (Junior Division) is 20
Number of vacancies in district subordinate courts in Telangana for Civil Judge (Senior Division) is 48
Number of vacancies in district subordinate courts in Telangana for District Judge/DJ is 56
Number of vacancies in district subordinate courts in Telangana for Total is 124

Number of vacancies in district subordinate courts in Tripura for Civil Judge (Junior Division) is 13
Number of vacancies in district subordinate courts in Tripura for Civil Judge (Senior Division) is 0
Number of vacancies in district subordinate courts in Tripura for District Judge/DJ is 1
Number of vacancies in district subordinate courts in Tripura for Total is 14

Number of vacancies in district subordinate courts in Uttar Pradesh for Civil Judge (Junior Division) is 382
Number of vacancies in district subordinate courts in Uttar Pradesh for Civil Judge (Senior Division) is 279
Number of vacancies in district subordinate courts in Uttar Pradesh for District Judge/DJ is 485
Number of vacancies in district subordinate courts in Uttar Pradesh for Total is 1146

Number of vacancies in district subordinate courts in Uttarakhand for Civil Judge (Junior Division) is 13
Number of vacancies in district subordinate courts in Uttarakhand for Civil Judge (Senior Division) is 12
Number of vacancies in district subordinate courts in Uttarakhand for District Judge/DJ is 4
Number of vacancies in district subordinate courts in Uttarakhand for Total is 29

Number of vacancies in district subordinate courts in West Bengal for Civil Judge (Junior Division) is 8
Number of vacancies in district subordinate courts in West Bengal for Civil Judge (Senior Division) is 47
Number of vacancies in district subordinate courts in West Bengal for District Judge/DJ is 41
Number of vacancies in district subordinate courts in West Bengal for Total is 96
